Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
11-Aug-2005,KOTAKBANK,EQ,500,503.7,503.7,483.05,485.05,489.1,494.71,80995,4006923904999.99,,46916,0.5792
12-Aug-2005,KOTAKBANK,EQ,489.1,495,500,488,490.9,491.15,492.03,51783,2547873890000.00,,28961,0.5593
16-Aug-2005,KOTAKBANK,EQ,491.15,496.75,500,492,492,492.7,494.46,68362,3380222215000.00,,55036,0.8051
17-Aug-2005,KOTAKBANK,EQ,492.7,492.7,500,485.15,487.9,488.65,492.42,37280,1835723830000.00,,27506,0.7378
18-Aug-2005,KOTAKBANK,EQ,488.65,494,497.95,488,488,488.95,490.77,42611,2091216500000.00,,28116,0.6598
19-Aug-2005,KOTAKBANK,EQ,488.95,495,495,485.15,488.75,488,489.36,30178,1476803075000.00,,19410,0.6432
22-Aug-2005,KOTAKBANK,EQ,488,505,505,485,488,487.05,493.49,109891,5422993910000.00,,70960,0.6457
23-Aug-2005,KOTAKBANK,EQ,487.05,497,497,474,475,477.3,481.38,58357,2809171335000.00,,41897,0.7179
24-Aug-2005,KOTAKBANK,EQ,477.3,480,480,460.1,466,464.75,465.14,479964,22325006775000.00,,444097,0.9253
25-Aug-2005,KOTAKBANK,EQ,464.75,210,210,188,205,202.75,199.05,166790,3319950120000.00,,81145,0.4865
26-Aug-2005,KOTAKBANK,EQ,202.75,208,220.5,205,215,214.35,215.59,290664,6266478160000.00,,121279,0.4172
29-Aug-2005,KOTAKBANK,EQ,214.35,214,218,206.3,208,208.25,209.18,149563,3128594145000.00,,90794,0.6071
30-Aug-2005,KOTAKBANK,EQ,208.25,244.7,244.7,203.6,204.3,205.4,207.53,166692,3459413300000.00,,108263,0.6495
31-Aug-2005,KOTAKBANK,EQ,205.4,210,210,199,201,200.1,203.88,223000,4546594930000.00,,152351,0.6832
1-Sep-2005,KOTAKBANK,EQ,200.1,202.95,206,193.5,194,194.65,197.95,270309,5350821025000.00,,193055,0.7142
2-Sep-2005,KOTAKBANK,EQ,194.65,196.95,197.9,190.1,191.5,191.5,193.34,243552,4708849520000.00,,145772,0.5985
5-Sep-2005,KOTAKBANK,EQ,191.5,193,195.9,191.5,195,194.5,194.28,113210,2199394385000.00,,49044,0.4332
6-Sep-2005,KOTAKBANK,EQ,194.5,194.5,196.85,192.4,193.7,193.45,193.9,63719,1235539415000.00,,31125,0.4885
8-Sep-2005,KOTAKBANK,EQ,193.45,195,195.55,191.2,191.3,191.85,192.65,91940,1771253130000.00,,53917,0.5864
9-Sep-2005,KOTAKBANK,EQ,191.85,194.85,194.85,190.5,191.2,191.85,192.39,104514,2010725200000.00,,63169,0.6044
12-Sep-2005,KOTAKBANK,EQ,191.85,193,223,192.5,214.1,214.15,210.32,1053380,22154756550000.00,,472221,0.4483
13-Sep-2005,KOTAKBANK,EQ,214.15,215,216.5,209,209.5,210.05,212.54,295763,6286195365000.00,,109096,0.3689
14-Sep-2005,KOTAKBANK,EQ,210.05,210,211.65,201,205.05,203.05,205.24,241383,4954116330000.00,,120098,0.4975
15-Sep-2005,KOTAKBANK,EQ,203.05,204.5,206.5,201.15,203.9,203.3,204.04,208208,4248212770000.00,,133903,0.6431
16-Sep-2005,KOTAKBANK,EQ,203.3,205.45,205.45,202.5,203.9,204.3,203.82,151655,3091047120000.00,,108756,0.7171
19-Sep-2005,KOTAKBANK,EQ,204.3,205.85,215,204,208,207.8,208.98,269365,5629251150000.00,,125603,0.4663
20-Sep-2005,KOTAKBANK,EQ,207.8,205.7,208,202.55,205.25,205.05,204.88,157205,3220767865000.00,,97503,0.6202
21-Sep-2005,KOTAKBANK,EQ,205.05,209,209,193,204.5,205,202.55,243115,4924207745000.00,,135754,0.5584
22-Sep-2005,KOTAKBANK,EQ,205,203,204,190,199.3,195.85,197.31,217839,4298230360000.00,,112991,0.5187
23-Sep-2005,KOTAKBANK,EQ,195.85,200,204,192,194.95,195.05,196.32,113386,2225986740000.00,,50303,0.4436
26-Sep-2005,KOTAKBANK,EQ,195.05,199,202.8,196,198.5,198.9,199.61,75740,1511814025000.00,,40209,0.5309
27-Sep-2005,KOTAKBANK,EQ,198.9,202.95,203,197.5,200,199.85,200.28,101137,2025574235000.00,,53152,0.5255
28-Sep-2005,KOTAKBANK,EQ,199.85,202,204.55,200.1,202.5,203.7,202.42,101988,2064431680000.00,,76609,0.7512
29-Sep-2005,KOTAKBANK,EQ,203.7,205.9,212.5,202.5,203.6,204.15,207.25,287124,5950693730000.00,,153233,0.5337
30-Sep-2005,KOTAKBANK,EQ,204.15,205,205.5,198,200.35,199.8,200.85,131690,2644975390000.00,,70101,0.5323
3-Oct-2005,KOTAKBANK,EQ,199.8,204.5,205,200,201,200.5,201.78,100438,2026641689999.99,,54388,0.5415
4-Oct-2005,KOTAKBANK,EQ,200.5,204,205,199,199.6,199.45,201.1,110083,2213821890000.00,,56740,0.5154
5-Oct-2005,KOTAKBANK,EQ,199.45,201,202.05,191.1,194.2,193.8,198.52,381182,7567229175000.00,,304234,0.7981
6-Oct-2005,KOTAKBANK,EQ,193.8,191,200,184.2,186.5,185.8,190.9,514910,9829524360000.00,,311084,0.6042
7-Oct-2005,KOTAKBANK,EQ,185.8,188,194.8,186,189,188.8,190.48,275021,5238669055000.00,,121817,0.4429
10-Oct-2005,KOTAKBANK,EQ,188.8,191.85,193,187.35,188.5,188.35,189.75,101969,1934875870000.00,,48264,0.4733
11-Oct-2005,KOTAKBANK,EQ,188.35,191.8,191.8,185,190.05,189.75,188.51,112059,2112435580000.00,,59467,0.5307
13-Oct-2005,KOTAKBANK,EQ,189.75,190,191.5,186.05,186.3,186.55,188.52,83860,1580969160000.00,,41133,0.4905
14-Oct-2005,KOTAKBANK,EQ,186.55,190,190,180.25,181.45,181.9,185.21,242498,4491200315000.00,,204647,0.8439
17-Oct-2005,KOTAKBANK,EQ,181.9,183.2,184.95,178.05,178.5,179.4,180.3,70189,1265510595000.00,,31910,0.4546
18-Oct-2005,KOTAKBANK,EQ,179.4,181,182.5,178,178.1,178.9,180.48,53344,962769385000.00,,25297,0.4742
19-Oct-2005,KOTAKBANK,EQ,178.9,162.65,178,162.65,172.25,172.55,174.03,99408,1729963435000.00,,59747,0.601
20-Oct-2005,KOTAKBANK,EQ,172.55,174.9,178,165,168,167.7,170.73,91626,1564300925000.00,,48193,0.526
21-Oct-2005,KOTAKBANK,EQ,167.7,171,175.5,165,175,174.9,171.15,123476,2113242995000.00,,65087,0.5271
24-Oct-2005,KOTAKBANK,EQ,174.9,175,175.9,172.2,173.4,174.15,174.61,94070,1642546365000.00,,67491,0.7175
25-Oct-2005,KOTAKBANK,EQ,174.15,174.7,177,172.35,175.8,175.75,175.49,113986,2000315150000.00,,82260,0.7217
26-Oct-2005,KOTAKBANK,EQ,175.75,176.55,181.85,173.5,180.95,179.95,178.64,92780,1657386315000.00,,42717,0.4604
27-Oct-2005,KOTAKBANK,EQ,179.95,179.95,186.5,173.5,177.5,177.05,179.89,353520,6359315570000.00,,121739,0.3444
28-Oct-2005,KOTAKBANK,EQ,177.05,178,180,170,171,171.8,174.93,69351,1213191355000.00,,31239,0.4504
31-Oct-2005,KOTAKBANK,EQ,171.8,174,174.55,170.1,171,172.1,171.74,60593,1040618090000.00,,32199,0.5314
1-Nov-2005,KOTAKBANK,EQ,172.1,177,177.5,174,177,176.7,176.69,28423,502213250000.00,,20627,0.7257
2-Nov-2005,KOTAKBANK,EQ,176.7,177,192,174,191.5,190.7,184.65,193605,3574906940000.00,,130784,0.6755
7-Nov-2005,KOTAKBANK,EQ,190.7,189,197.9,187,196,196.4,195.47,164572,3216878955000.00,,106599,0.6477
8-Nov-2005,KOTAKBANK,EQ,196.4,196,205,195.75,203.8,203.3,202.14,352270,7120794245000.00,,221645,0.6292
9-Nov-2005,KOTAKBANK,EQ,203.3,203.3,205.6,192,194,194.1,197.43,193442,3819192770000.00,,77139,0.3988
10-Nov-2005,KOTAKBANK,EQ,194.1,196.4,199,195,195.35,195.45,196.36,86130,1691257380000.00,,26008,0.302
11-Nov-2005,KOTAKBANK,EQ,195.45,196.9,198.85,196.1,197.5,197.5,197.5,83940,1657792440000.00,,46234,0.5508
14-Nov-2005,KOTAKBANK,EQ,197.5,197.5,201,197.5,198.1,198.7,199.3,116733,2326472040000.00,,50877,0.4358
16-Nov-2005,KOTAKBANK,EQ,198.7,199.75,209.65,198.15,206.5,207.05,205.41,378566,7776090945000.00,,201019,0.531
17-Nov-2005,KOTAKBANK,EQ,207.05,207.15,208,200.5,203.9,204.1,203.55,135922,2766729470000.00,,64154,0.472
18-Nov-2005,KOTAKBANK,EQ,204.1,205.8,207.45,203.5,205.7,206.35,205.29,156404,3210740175000.00,,113522,0.7258
21-Nov-2005,KOTAKBANK,EQ,206.35,208,208,200,200,200.25,201.4,61958,1247837235000.00,,33350,0.5383
22-Nov-2005,KOTAKBANK,EQ,200.25,203.8,211.85,200.55,210,210.4,208.54,550755,11485626110000.00,,234737,0.4262
23-Nov-2005,KOTAKBANK,EQ,210.4,214.7,217,206,208.9,209.65,212.19,475096,10081287700000.00,,172954,0.364
24-Nov-2005,KOTAKBANK,EQ,209.65,210,212.75,205,206,208.15,209.92,325773,6838707634999.99,,208403,0.6397
25-Nov-2005,KOTAKBANK,EQ,208.15,209,210,208,208,208.9,209.14,128183,2680822220000.00,,82622,0.6446
26-Nov-2005,KOTAKBANK,EQ,208.9,208.9,210,208,209.1,209.05,209,62653,1309466950000.00,,47410,0.7567
28-Nov-2005,KOTAKBANK,EQ,209.05,209.5,215.5,205.1,205.6,207.7,211.04,323100,6818802059999.99,,138178,0.4277
29-Nov-2005,KOTAKBANK,EQ,207.7,209.9,212,204.1,209.5,209.1,209.46,213991,4482188130000.00,,130439,0.6096
30-Nov-2005,KOTAKBANK,EQ,209.1,209.1,219.3,208.95,213.1,212.7,214.46,586495,12577680150000.00,,311951,0.5319
1-Dec-2005,KOTAKBANK,EQ,212.7,213,219.15,213,217,217.35,217.14,284087,6168558925000.00,,145976,0.5138
2-Dec-2005,KOTAKBANK,EQ,217.35,219,235.65,217.4,229,227.25,227.61,1378935,31385744025000.00,,608350,0.4412
5-Dec-2005,KOTAKBANK,EQ,227.25,230,234.9,229,229.5,230.3,231.33,263061,6085463420000.00,,103646,0.394
6-Dec-2005,KOTAKBANK,EQ,230.3,230.3,233,217.65,223,221.9,224.68,328771,7386666020000.00,,124576,0.3789
7-Dec-2005,KOTAKBANK,EQ,221.9,222,228.45,221.9,226.3,225.5,225.7,116018,2618567600000.00,,44577,0.3842
8-Dec-2005,KOTAKBANK,EQ,225.5,229.8,252.5,228,250.05,249.15,241.82,1249883,30224774545000.00,,502231,0.4018
9-Dec-2005,KOTAKBANK,EQ,249.15,255,255,234.1,238,236.4,242.89,1307751,31764234325000.00,,577846,0.4419
12-Dec-2005,KOTAKBANK,EQ,236.4,240,240,225,226.15,226.25,229.98,591687,13607453685000.00,,283392,0.479
13-Dec-2005,KOTAKBANK,EQ,226.25,227.9,245,227.9,240.3,241.75,238.77,960928,22944285745000.00,,288794,0.3005
14-Dec-2005,KOTAKBANK,EQ,241.75,243,249,240.05,242.5,242.3,246.54,1415577,34900202214999.90,,979897,0.6922
15-Dec-2005,KOTAKBANK,EQ,242.3,243,244,233,235.95,235.35,238.68,322510,7697565759999.99,,152707,0.4735
16-Dec-2005,KOTAKBANK,EQ,235.35,237.75,244.9,237,242.6,242.95,240.97,347126,8364593080000.00,,151678,0.437
19-Dec-2005,KOTAKBANK,EQ,242.95,252,252,243.15,245.05,245.4,245.58,254677,6254425765000.00,,128539,0.5047
20-Dec-2005,KOTAKBANK,EQ,245.4,245,247.75,240,242.3,241.8,242,224048,5421963140000.00,,107333,0.4791
21-Dec-2005,KOTAKBANK,EQ,241.8,243.5,244.7,236.35,239.1,239.55,240.82,147983,3563684715000.00,,57961,0.3917
22-Dec-2005,KOTAKBANK,EQ,239.55,241.6,242.1,234.5,237,236.5,237.83,130116,3094566590000.00,,59410,0.4566
23-Dec-2005,KOTAKBANK,EQ,236.5,244.4,244.4,234.65,237,236.7,237.25,104195,2472013435000.00,,53801,0.5163
26-Dec-2005,KOTAKBANK,EQ,236.7,236.7,236.7,222.25,227,225.2,227.52,226212,5146695650000.00,,144983,0.6409
27-Dec-2005,KOTAKBANK,EQ,225.2,225.2,232.75,223,228,227.9,229.1,142623,3267517455000.00,,63722,0.4468
28-Dec-2005,KOTAKBANK,EQ,227.9,234.7,234.7,224.15,224.9,225.2,227.71,177931,4051718504999.99,,100906,0.5671
29-Dec-2005,KOTAKBANK,EQ,225.2,225.3,227,219.1,222,220.5,222.68,381470,8494745030000.00,,250618,0.657
30-Dec-2005,KOTAKBANK,EQ,220.5,224.7,228.4,222.1,222.3,223.4,225.13,194819,4385962865000.00,,113442,0.5823
2-Jan-2006,KOTAKBANK,EQ,223.4,227.55,229,223.1,224.65,225.1,225.83,169491,3827618700000.00,,89811,0.5299
3-Jan-2006,KOTAKBANK,EQ,225.1,227.45,236,225.9,234.6,234.8,232.37,450591,10470210630000.00,,271512,0.6026
4-Jan-2006,KOTAKBANK,EQ,234.8,237,242.6,235,237.5,238.7,239.76,454264,10891505630000.00,,269651,0.5936
5-Jan-2006,KOTAKBANK,EQ,238.7,239.95,246.5,237.1,245.1,245.05,242.19,359643,8710087725000.00,,225435,0.6268
6-Jan-2006,KOTAKBANK,EQ,245.05,246.25,248.75,237,239.15,239.85,243.39,320981,7812444940000.00,,198616,0.6188
9-Jan-2006,KOTAKBANK,EQ,239.85,240,244,237,242,242.45,241.08,279280,6732776300000.00,,162456,0.5817
10-Jan-2006,KOTAKBANK,EQ,242.45,242,242,237.1,239.5,238.85,239.39,210907,5048856990000.00,,129341,0.6133
12-Jan-2006,KOTAKBANK,EQ,238.85,239,239,229.8,231.9,231.1,233.64,124501,2908848950000.00,,73687,0.5919
13-Jan-2006,KOTAKBANK,EQ,231.1,232.1,237.5,228.1,229.85,230.25,232.27,190761,4430828540000.00,,86625,0.4541
16-Jan-2006,KOTAKBANK,EQ,230.25,231.5,234.4,224,225.4,225.15,227.46,153150,3483621115000.00,,90036,0.5879
17-Jan-2006,KOTAKBANK,EQ,225.15,226,229.05,222.25,223,223.85,227.11,185416,4210924635000.00,,99138,0.5347
18-Jan-2006,KOTAKBANK,EQ,223.85,228,228.85,219,219,220.7,222.38,281420,6258295715000.00,,143358,0.5094
19-Jan-2006,KOTAKBANK,EQ,220.7,222,227.5,222,223.9,223.95,224.29,267998,6010818645000.00,,189581,0.7074
20-Jan-2006,KOTAKBANK,EQ,223.95,224.6,240,224.6,238,238.2,235.07,513757,12077015665000.00,,235251,0.4579
23-Jan-2006,KOTAKBANK,EQ,238.2,237.9,238,232.05,235.55,235.05,234.42,131657,3086350555000.00,,61377,0.4662
24-Jan-2006,KOTAKBANK,EQ,235.05,235.55,239.7,232.5,234.75,233.95,236.92,163097,3864039865000.00,,88924,0.5452
25-Jan-2006,KOTAKBANK,EQ,233.95,235.6,236.85,227,229,228.6,231.66,104278,2415670245000.00,,48417,0.4643
27-Jan-2006,KOTAKBANK,EQ,228.6,230,244,230,239.5,239.9,239.12,374668,8958930385000.00,,191653,0.5115
30-Jan-2006,KOTAKBANK,EQ,239.9,241.45,241.65,231.2,239.55,240.15,237.45,196212,4659066285000.00,,130036,0.6627
31-Jan-2006,KOTAKBANK,EQ,240.15,221.25,240,221.25,233.25,234,234.7,148959,3496141129999.99,,112891,0.7579
1-Feb-2006,KOTAKBANK,EQ,234,236.4,236.4,230.5,233.6,234.05,233.69,214638,5015900810000.00,,156867,0.7308
2-Feb-2006,KOTAKBANK,EQ,234.05,231.1,236,226.5,227,227.65,229.63,106904,2454871710000.00,,62910,0.5885
3-Feb-2006,KOTAKBANK,EQ,227.65,228.7,233,227,232.2,231.3,230.67,164594,3796653885000.00,,111923,0.68
6-Feb-2006,KOTAKBANK,EQ,231.3,234.85,251.5,231,248,246.35,242.38,612664,14849945305000.00,,453729,0.7406
7-Feb-2006,KOTAKBANK,EQ,246.35,247,259.9,246.5,258.5,257.9,252.1,713188,17979770280000.00,,395510,0.5546
8-Feb-2006,KOTAKBANK,EQ,257.9,258,258,241.65,249.25,250.55,252.17,521709,13155959230000.00,,322647,0.6184
10-Feb-2006,KOTAKBANK,EQ,250.55,251,253.45,239.4,242,240.25,245.09,675265,16550369350000.00,,461061,0.6828
13-Feb-2006,KOTAKBANK,EQ,240.25,243.85,245.95,240,242.75,242.55,242.92,251299,6104580700000.00,,162874,0.6481
14-Feb-2006,KOTAKBANK,EQ,242.55,245.8,245.8,236.15,240.05,238.7,239.64,215652,5167875080000.00,,140141,0.6498
15-Feb-2006,KOTAKBANK,EQ,238.7,238.7,243.9,237,238.95,237.65,238.85,69559,1661411500000.00,,24896,0.3579
16-Feb-2006,KOTAKBANK,EQ,237.65,241,241,235,235.4,235.75,237.78,65080,1547461940000.00,,33570,0.5158
17-Feb-2006,KOTAKBANK,EQ,235.75,237.75,239.9,232,233.9,233.7,235.06,73652,1731258825000.00,,38235,0.5191
20-Feb-2006,KOTAKBANK,EQ,233.7,233.1,234.95,227.8,230,231.3,230.3,92916,2139821714999.99,,52152,0.5613
21-Feb-2006,KOTAKBANK,EQ,231.3,233.75,238,230.6,232.75,231.8,233.81,72280,1689992135000.00,,28566,0.3952
22-Feb-2006,KOTAKBANK,EQ,231.8,234,234.75,227.2,229.5,229.3,230.21,102048,2349269880000.00,,52844,0.5178
23-Feb-2006,KOTAKBANK,EQ,229.3,231.75,232.75,230,231,230.8,230.97,68299,1577469025000.00,,37650,0.5513
24-Feb-2006,KOTAKBANK,EQ,230.8,231,238,230,232.95,233.8,234.57,136998,3213558130000.00,,38997,0.2847
27-Feb-2006,KOTAKBANK,EQ,233.8,228,235.7,228,233,232.9,232.76,55291,1286939705000.00,,27928,0.5051
28-Feb-2006,KOTAKBANK,EQ,232.9,235,240.75,225,229,229.3,230.83,72921,1683209400000.00,,34668,0.4754
1-Mar-2006,KOTAKBANK,EQ,229.3,231,244,231,243.9,238.9,236.21,174356,4118498250000.00,,113911,0.6533
2-Mar-2006,KOTAKBANK,EQ,238.9,250.05,284,241,244,248,250.52,1019145,25532033615000.00,,454793,0.4462
3-Mar-2006,KOTAKBANK,EQ,248,249.85,249.85,245,248,247.7,247.18,267422,6610033135000.00,,123412,0.4615
6-Mar-2006,KOTAKBANK,EQ,247.7,249,251,239,239.5,239.55,241.85,184178,4454255990000.00,,113401,0.6157
7-Mar-2006,KOTAKBANK,EQ,239.55,240,241.9,235.15,236.85,236.45,238.13,114602,2728975290000.00,,60207,0.5254
8-Mar-2006,KOTAKBANK,EQ,236.45,237.5,238,228.1,228.8,229.1,231.68,204816,4745193350000.00,,143045,0.6984
9-Mar-2006,KOTAKBANK,EQ,229.1,230.45,244.9,230.45,243.9,242.9,240.05,741370,17796604935000.00,,544306,0.7342
10-Mar-2006,KOTAKBANK,EQ,242.9,244,247.9,234.35,237.5,236.25,240.97,269579,6495940375000.00,,113125,0.4196
13-Mar-2006,KOTAKBANK,EQ,236.25,236.4,241.7,229,231.2,230.05,232.77,297548,6926127345000.00,,199804,0.6715
14-Mar-2006,KOTAKBANK,EQ,230.05,230,236.5,229.5,230.4,230.3,232.23,221386,5141354975000.00,,125154,0.5653
16-Mar-2006,KOTAKBANK,EQ,230.3,235.25,247.5,235,246.35,246.3,244.51,2032497,49696576510000.00,,1463701,0.7201
17-Mar-2006,KOTAKBANK,EQ,246.3,247.85,253,245.2,251.25,250.7,249.53,949873,23701822265000.00,,473555,0.4985
20-Mar-2006,KOTAKBANK,EQ,250.7,252.25,262,251,258.7,257.6,257.85,1019443,26285890760000.00,,660401,0.6478
21-Mar-2006,KOTAKBANK,EQ,257.6,258.8,266.6,253,264.45,263.4,261.93,566441,14836659030000.00,,318658,0.5626
22-Mar-2006,KOTAKBANK,EQ,263.4,265.95,269,252.6,269,267,264.69,439888,11643589935000.00,,203911,0.4636
23-Mar-2006,KOTAKBANK,EQ,267,267,280.95,267,275,274.15,274.69,337427,9268613835000.00,,126008,0.3734
24-Mar-2006,KOTAKBANK,EQ,274.15,277.1,282,274,282,280,278.3,243852,6786392795000.00,,123057,0.5046
27-Mar-2006,KOTAKBANK,EQ,280,280,282,274,275.1,275.6,275.48,227178,6258260555000.00,,164618,0.7246
28-Mar-2006,KOTAKBANK,EQ,275.6,275.6,279,274.25,274.5,275.4,275.81,103060,2842462740000.00,,64285,0.6238
29-Mar-2006,KOTAKBANK,EQ,275.4,275.95,285.95,268.2,285,283.8,276.84,176875,4896537990000.00,,105252,0.5951
30-Mar-2006,KOTAKBANK,EQ,283.8,292.9,294,275.5,278,280.05,285.94,216735,6197233650000.00,,96910,0.4471
31-Mar-2006,KOTAKBANK,EQ,280.05,262.25,283.8,262.25,280.95,279.25,279.27,119790,3345376005000.00,,66345,0.5538
3-Apr-2006,KOTAKBANK,EQ,279.25,282.75,285.95,280.05,285.7,284.75,283.72,89784,2547335250000.00,,46867,0.522
4-Apr-2006,KOTAKBANK,EQ,284.75,287.8,289.9,281,283.75,282.7,284.51,66812,1900859405000.00,,29073,0.4351
5-Apr-2006,KOTAKBANK,EQ,282.7,286.75,288.15,281,283,282.6,283.17,58853,1666523955000.00,,26817,0.4557
7-Apr-2006,KOTAKBANK,EQ,282.6,287.25,287.25,278,283,281.05,281.29,100027,2813633350000.00,,63518,0.635
10-Apr-2006,KOTAKBANK,EQ,281.05,267,283.95,267,280,280,280.23,74343,2083292995000.00,,55738,0.7497
12-Apr-2006,KOTAKBANK,EQ,280,280.9,290,280.9,281.9,284.1,285.02,183612,5233336395000.00,,117900,0.6421
13-Apr-2006,KOTAKBANK,EQ,284.1,284,285,252,276,274.5,269.55,258129,6957779415000.00,,184303,0.714
17-Apr-2006,KOTAKBANK,EQ,274.5,281.9,284.9,274.55,281.3,281.15,280.01,160453,4492872985000.00,,121181,0.7552
18-Apr-2006,KOTAKBANK,EQ,281.15,278.1,292,277,288,287.25,286.34,134958,3864375415000.00,,59678,0.4422
19-Apr-2006,KOTAKBANK,EQ,287.25,289.9,293,285.1,287.5,287.15,288.93,85854,2480548950000.00,,39130,0.4558
20-Apr-2006,KOTAKBANK,EQ,287.15,287,304,284.25,300,300.2,296.22,266612,7897610105000.00,,124582,0.4673
21-Apr-2006,KOTAKBANK,EQ,300.2,300,323.8,298,317,316.5,312.95,302760,9474824220000.00,,111450,0.3681
24-Apr-2006,KOTAKBANK,EQ,316.5,317,322.9,302.1,305,304.7,310.67,193366,6007238140000.00,,80157,0.4145
25-Apr-2006,KOTAKBANK,EQ,304.7,303,314.5,301,307.4,307.45,308.87,144782,4471888480000.00,,53330,0.3683
26-Apr-2006,KOTAKBANK,EQ,307.45,301.5,311.9,291,308,309.4,309.66,115661,3581602620000.00,,85578,0.7399
27-Apr-2006,KOTAKBANK,EQ,309.4,309,314.6,304,312,310.7,309.64,152913,4734827585000.00,,119831,0.7837
28-Apr-2006,KOTAKBANK,EQ,310.7,290,318.8,279.7,311,314.25,309.28,120955,3740947520000.00,,68058,0.5627
29-Apr-2006,KOTAKBANK,EQ,314.25,312,318,310,310.9,310.9,312.65,23396,731465915000.00,,15771,0.6741
2-May-2006,KOTAKBANK,EQ,310.9,316.75,320,309,312,312.15,312.8,105752,3307932410000.00,,72284,0.6835
3-May-2006,KOTAKBANK,EQ,312.15,316,318,314,316,315.85,315.24,109420,3449343920000.00,,87122,0.7962
4-May-2006,KOTAKBANK,EQ,315.85,318.6,379.05,318,379.05,369.4,352.22,513685,18093211900000.00,,240875,0.4689
5-May-2006,KOTAKBANK,EQ,369.4,390,399.95,371,372.15,374.4,385.7,735279,28359699410000.00,,222356,0.3024
8-May-2006,KOTAKBANK,EQ,374.4,377.7,390.15,371.45,376.55,376.8,379.65,235585,8943911850000.00,,90148,0.3827
9-May-2006,KOTAKBANK,EQ,376.8,378,383.85,370.1,381,378.5,374.91,94559,3545099210000.00,,32170,0.3402
10-May-2006,KOTAKBANK,EQ,378.5,381,385,370.1,373.6,373.3,379.69,127479,4840218740000.00,,80327,0.6301
11-May-2006,KOTAKBANK,EQ,373.3,376.95,378,366,371.5,369.35,371.43,53126,1973248589999.99,,22540,0.4243
12-May-2006,KOTAKBANK,EQ,369.35,370,370,343.15,364,362.6,363.53,60112,2185264295000.00,,26563,0.4419
15-May-2006,KOTAKBANK,EQ,362.6,364,384,335,365.9,363.35,366.97,156188,5731609090000.00,,67736,0.4337
16-May-2006,KOTAKBANK,EQ,363.35,369.75,384,355,357,359.35,362.26,569571,20633280305000.00,,471467,0.8278
17-May-2006,KOTAKBANK,EQ,359.35,379.15,379.15,356.25,361,358.75,363.59,92794,3373874600000.00,,42001,0.4526
18-May-2006,KOTAKBANK,EQ,358.75,352,355,330,335,331.6,337.93,183826,6211976045000.00,,111815,0.6083
19-May-2006,KOTAKBANK,EQ,331.6,345,349.5,314,315,325.45,329.33,503612,16585533730000.00,,446700,0.887
22-May-2006,KOTAKBANK,EQ,325.45,302,324,260.4,301,296.85,285.69,310333,8865982330000.00,,204931,0.6604
23-May-2006,KOTAKBANK,EQ,296.85,301.2,311.6,280,303.1,304.45,298.71,108806,3250182640000.00,,67062,0.6163
24-May-2006,KOTAKBANK,EQ,304.45,303,305,288,291,292.2,296.05,230935,6836782940000.00,,159276,0.6897
25-May-2006,KOTAKBANK,EQ,292.2,292,292,275,276.25,276.25,278.77,108703,3030311030000.00,,71236,0.6553
26-May-2006,KOTAKBANK,EQ,276.25,285,293,276,287.1,286.95,286.83,77515,2223377480000.00,,32645,0.4211
29-May-2006,KOTAKBANK,EQ,286.95,289,339.75,268.1,313,311.9,317.76,383168,12175428065000.00,,114493,0.2988
30-May-2006,KOTAKBANK,EQ,311.9,316.85,321.3,303.15,306.7,305.65,313.05,151602,4745862950000.00,,39792,0.2625
31-May-2006,KOTAKBANK,EQ,305.65,300,300,285,295,294.4,290.96,151448,4406468410000.00,,69332,0.4578
1-Jun-2006,KOTAKBANK,EQ,294.4,300,311,271.1,278,277.2,293.61,171798,5044116720000.00,,89069,0.5185
2-Jun-2006,KOTAKBANK,EQ,277.2,289.5,289.95,266,284.95,284.65,283.2,209850,5942990195000.00,,137203,0.6538
5-Jun-2006,KOTAKBANK,EQ,284.65,285.05,287.95,276.6,281,284.35,280.49,402331,11285174730000.00,,361138,0.8976
6-Jun-2006,KOTAKBANK,EQ,284.35,275,283.95,268,279.3,280.35,279.27,69413,1938479514999.99,,32015,0.4612
7-Jun-2006,KOTAKBANK,EQ,280.35,277,280,260.05,271,266.15,266.95,205961,5498039285000.00,,158427,0.7692
8-Jun-2006,KOTAKBANK,EQ,266.15,260,260,212.95,214.4,215.6,237.1,1428033,33858380270000.00,,1356916,0.9502
9-Jun-2006,KOTAKBANK,EQ,215.6,215,258.75,210,258.75,258.35,243.46,191514,4662635460000.00,,89500,0.4673
12-Jun-2006,KOTAKBANK,EQ,258.35,261.35,282,240,257.15,250.1,251.37,391278,9835395560000.00,,261270,0.6677
13-Jun-2006,KOTAKBANK,EQ,250.1,249,249,225,240,238.75,238.73,253719,6056960680000.00,,167922,0.6618
14-Jun-2006,KOTAKBANK,EQ,238.75,245.8,258,222.05,230,228,237.91,265007,6304737505000.00,,149217,0.5631
15-Jun-2006,KOTAKBANK,EQ,228,245,248,233,245.05,245.3,240.51,213841,5143177585000.00,,151654,0.7092
16-Jun-2006,KOTAKBANK,EQ,245.3,258,273,237.1,243.4,244.15,251.58,343918,8652417600000.00,,237119,0.6895
19-Jun-2006,KOTAKBANK,EQ,244.15,247.95,248,237.8,240.1,239.75,240.39,362041,8703042520000.00,,298268,0.8239
